,CUST_ID,CUST_SEX,CUST_AGE,CUST_MARRY,BUYERPART,CAR_MODEL,CAR_COLOR,CAR_AGE,CAR_PRICE,IS_LOAN,LOAN_PERIED,LOAN_AMOUNT,F_INSORNOT,ALL_BUYINS_N,DLRSI_CNT,GLASSBUYSEPARATE_CNT,SII_CNT,IS_LOST
767,E83E757953663F8EC930EFEBE4F32854,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
768,1EB34C791C19CF609B977B5A97AEC5B6,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
770,40DA16EF02D7A0A94E8D608D3A9CE7B2,1,2,已婚,1,3,银金属色,2,2,1.0,3.0,2,1.0,1.0,1.0,1.0,0.0,0
772,42A546CD2817133E7642E9862E3C77CC,1,1,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
774,3F74DE23A0150375468E83ACB776A532,1,2,0,1,3,冰玉蓝金属,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
775,184B7A385FE2382AB6943B9CC33AB6B9,1,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
777,24D5CC3735D333918D4DD94215EFFDDA,1,2,已婚,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
847,1164F7A12AA4F44D28A4A9544BA5F4F5,2,2,0,1,3,0,2,3,1.0,4.0,2,1.0,1.0,0.0,1.0,0.0,0
848,F18D2A6EA922D970F8723D5180A81E70,2,1,0,1,3,银金属色,2,2,1.0,5.0,2,0.0,1.0,0.0,1.0,0.0,0
851,2D0C27EEAB55137E39FD8CEB35A37560,2,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
854,04CAEC71227E671B72FEFA1821645883,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
855,EC5427935E463E21845EB43432C4E14F,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,1.0,0
856,580F89A9BEC150CD07950B49158C0A51,1,2,0,1,3,0,2,2,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0
858,5C372153B71615217693E9D5F37B02D2,1,1,0,1,3,铂青铜金属,2,2,1.0,5.0,2,1.0,1.0,1.0,1.0,1.0,0
861,53E466F40B4D274F9A1D26F866B35632,1,2,0,1,3,银金属色,2,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0
863,BA640017CCEE5A46C5625919EB5EBCED,1,1,0,1,3,0,2,2,1.0,7.0,2,0.0,1.0,0.0,0.0,0.0,0
865,C350BE22CBCC6DF41D1098F3DBBAF8CF,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
866,D86952407006092F057BBEF96C78F997,1,1,0,1,3,银金属色,2,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0
868,B66B7764B20D47357CB67FBC277E9CA7,1,2,0,1,3,红色,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
871,DA237EAC8144CC1C8CBCBAE86F31B6C2,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
876,1027983E31AF01C5EF02EA503A2CD063,2,1,0,1,3,0,2,2,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0
878,A40946C6C0C6EE925A1A86F1BF508598,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
881,474A66537F48AC034757225E28E499EA,1,2,0,1,3,0,2,3,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
882,8266F3134CC5BA319D8EE9B31D9472F2,1,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,1.0,0.0,0
885,7BBC28D28828283DC3F5DC45966C7764,1,1,0,1,3,冰玉蓝金属,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
893,4C768B3C83185B32B6B06FDFCB7FE805,1,1,0,1,3,0,2,2,1.0,7.0,2,0.0,0.0,0.0,0.0,0.0,0
990,9E9B2860DAEA7573933E7DCC91EDAD4C,1,1,0,1,3,银金属色,2,2,1.0,4.0,2,1.0,1.0,1.0,1.0,0.0,0
996,74E887B01FB7596BE16C6279F99E1F1A,2,2,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
998,47C9D2725431694C14F92519561C4C3B,1,3,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,1.0,0.0,0
1000,722381A1EF792C3AAF03089778C33CF0,2,1,已婚,1,3,0,2,2,1.0,5.0,1,1.0,1.0,1.0,1.0,0.0,0
1003,E762DB8684BB88E96C0A0EC107EF0B2D,2,2,0,1,3,0,2,2,1.0,7.0,2,1.0,1.0,0.0,0.0,0.0,0
1009,A1AEEF2C8424C66B33897CEFC06DDC01,2,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1012,71B02C274976FBE1496B861972F5FA96,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1014,1AE10B92D13EDE2D0BD2018D6683EE03,1,1,已婚,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,1.0,0
1016,C86499767A114724F6AB71A1A6CBDE59,1,2,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1017,2514E60C7A0ADABEDEA44D84BA7C94AA,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1019,0D99E46D3018F65123E05DE079A0AF9B,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1020,809A88B2ACC2484AEC7111550049C337,1,2,已婚,1,3,铂青铜金属,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1028,7C963DE5857FBEF79288F8C7F16B4A4E,2,1,0,1,3,黑云母色,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1029,3605D4F45BCBD362965C3A6347C174DB,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1032,B8AFD8AE5190E9291688AF06B81951F1,2,1,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1033,750520110F62918F9EFA35554DEF53B5,2,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,0.0,0.0,0
1034,72BFF59C187C100C62036E14803D7F37,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1037,4CDC13AEF21E17D58EE91F234B8FA7B9,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1166,1963284E59316AAEA7F1C4E862168ED8,1,1,已婚,1,3,铂青铜金属,2,2,1.0,7.0,2,1.0,1.0,0.0,1.0,1.0,0
1168,87F51CD512D19BA285C039AB2432B931,1,2,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1170,858853594078D02B1649B0223F4FBFAE,2,1,已婚,1,3,0,2,2,1.0,4.0,2,1.0,1.0,1.0,1.0,1.0,0
1171,88E2ECA9A39AE70C22279ED38F2F25FD,2,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1172,E541CD8CB14528A180818D2675A47AD6,1,1,已婚,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1174,2AB1EE9273C714733742ECBE7D5FA2FC,1,1,0,2,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,1.0,0
1178,8A55B74AA18B4149FAC3E496CB814F2E,1,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1179,46C26EB850D60F74DBF0C494F1924A1A,1,1,已婚,1,3,0,2,3,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1180,605246382679367B8070CCF8DBB143D0,1,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1181,572EC31E263CAE406806C6CE04AED140,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1184,C5BA6CD1E019538C5ABEA038D978C08F,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,1.0,0.0,0
1186,F44BF6BB8779D3330322B91EB67585C8,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1188,56AEAC22BB3377BB81091DEBB35E7DBD,2,2,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1189,2BBF824E90DE4B43C140BD2E40CC853C,2,2,0,1,3,0,2,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0
1191,B64FDB2F08ED7502A061C9CC051D545E,1,1,0,1,3,黑云母色,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1192,25FA0D8E273DA26FB4E7688B275428DD,1,2,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1195,F65504A90BD58FE018DB5EC5D561929B,2,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,1.0,0
1198,4824D615C147C53A92C1A580257FE8ED,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1199,AF998905996C0C7868D6E7C2A308BADE,1,1,0,1,3,铂青铜金属,2,2,1.0,3.0,2,1.0,1.0,1.0,1.0,0.0,0
1201,56D1ED46979BCA2666F6C78F476D3C33,2,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,1.0,0.0,0
1202,10A41E8331735515BBBD4D3DBE05577C,1,1,0,1,3,铂青铜金属,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1204,A840A5FAC198857A560F1ADE7635D95B,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1207,78E28345B3C707CD329532B4D4094B4A,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1310,AD432B92F69A4D06EAF6414FAA3EECDC,1,2,已婚,2,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1315,B75A9F3749FEB34E1D083B6C97C91B73,2,1,已婚,1,3,0,2,2,1.0,4.0,2,0.0,1.0,0.0,0.0,0.0,0
1321,CD820AC9F681174DD00178D4381C1F64,1,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1324,215BDBA88EBD39F1270D74DF58BD92D9,1,1,0,1,3,银金属色,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1326,82217A3FB59A1738A1F3294A1E84F2A5,2,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1327,1B1BCBBFC17A8C2E5534297AED881B22,1,2,0,2,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,1.0,0
1328,6F593E1D4F0651BCE220A4191F5903DA,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1330,8D5BDD1F5D78D2A869760855C447BF20,1,2,0,1,3,红色,2,3,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0
1333,1A5DFB2CF667C92C2FEEC38743486624,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1340,42B911DD1711C6625B3F5314539788E6,2,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,1.0,0.0,0
1345,942E1E57704C8858E717647E75575D9D,2,1,0,1,3,0,2,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0
1346,F02EE569A8604AB6FDF48B7D4FE3F40C,2,1,0,1,3,银金属色,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1354,8090423BD7964F608CED259B7C4433C9,1,2,已婚,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1359,664632687027C4F6267E655507799C78,1,1,已婚,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,1.0,0
1360,EDFEB7F5B2B48248FA6415C9209B2D16,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1364,2015808672831ECA67EEA974D87A28CE,2,2,0,1,3,珍珠白色,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1458,D4269E54A841831D7CA854A661068BD2,1,1,0,1,3,0,2,2,1.0,5.0,2,0.0,1.0,0.0,1.0,0.0,0
1459,1513C3C681852F2F6BE14722A8010857,2,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1460,6F1D34CF89006247A9BA36CC06B33C4C,1,2,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1464,12A71ED8EED8CE47C4FC17830F830391,1,1,0,1,3,0,2,2,1.0,7.0,2,0.0,1.0,1.0,0.0,0.0,0
1465,A7CF3512143ACB9E54B5A56C34010023,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1466,77D5F31C18EBFEB8E5F2DE86A52ACE78,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,1.0,0.0,0
1467,0C7F104983BB7FBAA8D7354C9BD41F89,1,1,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1468,C420E7F327013A3F1D3C7973F1346FD7,1,2,已婚,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,0.0,0.0,0
1469,A2950F75804F5B45BFBA6A3935664C97,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1472,F4DEDEEB54AD25545AF9FA632EE9547F,1,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,1.0,0.0,0
1473,1BDD866DC1E3958710A76FD5032978CE,1,1,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1474,A9887EF4BCFABE30053EAA5B207F9448,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,0.0,0.0,0
1475,2D46BF344128827CC61313598A04B97C,1,1,已婚,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1477,7F4198E49E783EF57D2A713CC99E0CA7,1,2,0,1,3,铂青铜金属,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1479,A3FC894BFE40B79979A81E6AC53804B8,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1481,CB82C9F13FF2171E3BC573A483B02B03,1,1,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,1.0,1.0,0
1482,592855E4EB8B434552270D2472B2F4A7,1,2,已婚,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,1.0,0
1483,FB6C9B64EC13862D6F4360B2FCD8BD1E,1,2,已婚,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1485,56EDC56FCDA8977F660FC32BAA5CAA73,1,2,0,1,3,0,2,2,1.0,5.0,2,0.0,1.0,0.0,1.0,0.0,0
1489,41D0B7217BC568CCA38C9502665EFF58,1,1,0,2,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1492,4BB93C270BA665F30D7F8614C9005FD3,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1493,CFE20847C410C5CE998C7AB5224AE1BF,1,2,已婚,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1495,CA6EE459184E381DCAB95A7209D80E5F,1,3,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,1.0,1.0,0.0,0
1496,A287F7A1A5FA50B205BC2C76178144AD,1,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,1.0,0.0,0.0,0
1497,2EE8873834246D915492D5E4303E2A36,1,1,0,2,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1498,A364905BA62F62640AF8126E1095C869,1,2,0,2,3,0,2,2,1.0,7.0,2,0.0,1.0,0.0,0.0,0.0,0
1499,40148CE5F058704322C32FBCFB1818DF,2,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1503,BC9133EF2551701FBA47B990413CDA26,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,1.0,1.0,0.0,0
1602,4F50FBC67E9130E445B15B688120D6BD,2,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,1.0,0
1604,AB7EB9E1E076ED13658B8E40548C049C,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1605,BD8CFDE28375259292A0CF91E1AA60BA,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1608,7AE84D283635B720D12C55DC4A8DE5F6,2,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1610,4608EEB494250AA25F3476E3AF00705B,1,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,1.0,0.0,0
1611,590E1A01F331144FDC68C5BEC164D9DE,2,2,已婚,1,3,红色,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1613,766D88AE063C5005E6B38F8074887A26,1,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1616,5C5B16E756A47C4DD92CAF635C93DF9F,1,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1618,648D468D8391E1025A6BB11B6982CAE5,1,1,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1622,6BB4264F093C2CAC05F8BCDAD26E67AA,1,1,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1625,E4808531BCC03DAF1E20C807BFB6C656,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1629,95E0B2C58026BB2F8A48E80C1B987232,1,1,0,1,3,铂青铜金属,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1631,83116C8C5EF3D1D5D33097D5B3F7A801,2,1,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1632,5B7C9C9D8CBAB8C702B77E7CFD09750E,1,1,0,1,3,铂青铜金属,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1633,38A48683B78C6947CA6BAA29741AF7D2,2,2,0,1,3,0,2,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0
1634,AF9926D7C3CC6D43A974156488545541,2,1,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,1.0,0.0,0
1635,09107A96619D458E47E32EDEB0F4A5DA,1,2,已婚,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1636,73B9415307E9ED950CB06143DA7659CA,2,2,0,1,3,0,2,2,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0
1641,8E82C116E1F846C87B97E0CDD0DFAAF3,1,2,0,1,3,冰玉蓝金属,2,2,1.0,3.0,2,1.0,1.0,0.0,1.0,0.0,0
1643,A2DDE6F56CB54D5ED3946EC1810FEF92,1,2,0,1,3,珍珠白色,2,2,1.0,3.0,2,1.0,1.0,0.0,1.0,0.0,0
1645,FBDBCA7F406837105DEC7CC713012FC1,1,2,0,1,3,冰玉蓝金属,2,2,1.0,3.0,2,1.0,1.0,0.0,1.0,0.0,0
1728,96B9D1BF3B7529F972CF09337206E494,1,2,已婚,1,3,银金属色,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1729,90DA25AA61F7096E98E232CA3253A821,2,1,0,1,3,0,2,2,1.0,5.0,2,0.0,1.0,1.0,0.0,0.0,0
1736,EBE46C195DE77D015B25B7241B448F9D,1,1,已婚,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1737,48F759A78E2D0E80D4EFB8945F479DD9,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1738,535459AC87BD3EF42A6D5FFDAD01911E,1,1,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1740,3C4C6B758FE3A9A0DCE39522B4533207,1,2,已婚,1,3,0,2,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0
1741,C73979AA13EFD583F6C5C7D0977C86D8,2,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1742,120FE15D4319FC988AEAEAC937AFBB07,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,0.0,0.0,0
1749,6B3CFFB57382BF478395ED5CD1D30CB2,1,2,0,2,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1752,8C08BB36BB31B856A38206EE7648284E,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1756,793942D9708EEB555224D21542D45B11,2,1,0,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1757,D5F616DE4916C16D0E51340C89B9F907,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1759,0190229F56AEB51986BEE6D04E8ADF35,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,1.0,0
1760,1574F001FDB1949DFF17528704C408E7,1,1,已婚,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,1.0,0
1765,A99BA9B414EFB362288094F996D6FF70,1,2,0,1,3,0,2,2,1.0,3.0,2,1.0,1.0,0.0,1.0,0.0,0
1767,70EBE2833283A203C4B41BF59E2AFD8B,1,1,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1771,DB89CBEAFF687D7F528C2B463164E387,2,2,0,1,3,冰玉蓝金属,2,2,1.0,5.0,2,1.0,1.0,0.0,0.0,0.0,0
1774,63C4C157239F55FC850F59A3073E62EB,2,2,0,1,3,黑云母色,2,2,1.0,3.0,2,1.0,1.0,0.0,0.0,0.0,0
1778,D5D6134E0AB20ED971E507DCE61B235B,2,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1856,FC6D6ACB1662B417414C0A771D580BD7,1,2,已婚,1,3,0,2,2,1.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0
1857,4232FB905ED84BC4B6C55ED1E92B4513,1,1,0,1,3,0,2,3,1.0,5.0,2,1.0,1.0,0.0,1.0,0.0,0
1858,B732E11C8748D62C4388B259FB3DF9BF,1,3,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,1.0,0.0,0
1863,A1C321B66DB8916EFFB20FBD8A31C24A,1,2,0,1,3,0,2,2,1.0,5.0,2,1.0,1.0,1.0,1.0,0.0,0
1864,71A1DA099C3FE952F3B8F5B2B449D976,2,2,0,1,3,0,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
1867,3D962C38DA7B4191782E99C5A7E31C95,1,2,0,1,3,蓝金属色,2,2,1.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0
