,CUST_ID,CUST_SEX,CUST_AGE,CUST_MARRY,BUYERPART,CAR_MODEL,CAR_COLOR,CAR_AGE,CAR_PRICE,IS_LOAN,LOAN_PERIED,LOAN_AMOUNT,F_INSORNOT,ALL_BUYINS_N,DLRSI_CNT,GLASSBUYSEPARATE_CNT,SII_CNT,IS_LOST
3807,F0973FC969CBFF4FCD51F10EE9456683,1,2,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
3925,1D340D46EDB9C74B168B0A6B74050309,1,2,已婚,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
3938,CCA34B52AAB918370498D3E5F302ED25,1,1,0,1,7,紫云母金属,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
3948,5D2C58062663A6D6E91CBEE67055A85E,2,1,已婚,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
3950,48E648FC6BABA6D9204AA22564562FC5,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
4085,3B59FC53788254D925B633A50EB11F90,1,1,已婚,1,7,0,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
4288,8CA3910DA85AEB5598B0DB601F6CBD27,1,2,0,1,7,银金属色,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
4304,BFEE82076139323487B10A2873D54DDB,1,2,已婚,1,7,蓝金属色,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
4787,E9A6AB6A18089E83FD658084BBEB54A8,1,2,0,1,7,紫云母金属,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5319,3CE21E8E8BB96B2DEBB2584296B711E4,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5349,8E19001F98F766DF2742CE136FBF570E,1,1,0,1,7,黑云母色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5359,604A249F5CF8473C973E54DACDD26CD5,2,1,0,1,7,红色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5765,63DC17B28B8671FEAD7D13ACCF243387,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5784,A4D2CBCD6AAFF9543D7781855E91E28C,1,2,已婚,1,7,红色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5800,95E9BB8EAD921F7FBD74F1ACF82D3B7F,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5852,EB4634053C80ECD3A0020CC252353589,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5928,96E0966493C2D0DF204F6CDF8231FF8B,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
5958,8CD140024CBA8F7ADE3CD88115A67786,1,2,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
6430,5D2A92B850DE8A2085562E1AE30BF5B8,1,2,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
6648,51037CB70911F6DAE085C4C651305B77,1,2,已婚,2,7,0,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
6669,ADCB40BB3866617EF09C624299CC2701,1,1,0,1,7,红色,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
6802,9CAE149E00E5B4102D9CC9B329E7F71B,2,2,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
7223,84E25AC3300828F9ACFD0F812E423428,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
7697,75EABE04D213605F9ECCDD1844734992,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
8301,949B1266AAE1998E1E5469EBCD8A7A6B,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
8320,23E8DDC21F6FA0AC3EC6ED82D7CA4A83,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
8766,08525553524340E4D5B713F3EE924440,1,1,0,1,7,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
8768,65B0B15BAAC4E6E3BAF2F18A53CE1618,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
8821,19B8DD78A2E2370234C5F7B2972F2E53,2,2,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
8860,850B1D8033C04E2627917B62A7B43057,1,2,0,1,7,蓝金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9160,28AC2F32D201FD260A9700658A031246,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9243,51BDEAB4464E55EFBC705C71C915EF6D,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9684,FAC46B7E529918E6FD7B9C54CE216FDB,1,2,已婚,1,7,0,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9877,64635D4602EA4066BC8933860201AB54,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9881,3D41BFE4D1369077F9B530AD524C715D,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9883,6BA443EFAF23D28277A7D1654951AB2F,2,1,未婚,1,4,深蓝金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9886,012F56DCCA4F4C96DE421B81FCAC8132,1,3,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9894,E4DB194AAD6326342FBDC53052922475,1,3,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9922,C64F6CF187E3238E53074CFA0B88BA84,1,2,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9934,7C1D1C0F4D44013B54C56D2060C2B9A7,1,1,已婚,1,4,黑云母色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
9935,A29A8AF28A309C0B09EF21452B7EFBE8,1,2,0,2,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10005,478D4F79B9D3217EE35AD8CFF52954E6,2,1,0,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10124,F1ADEF7016DE79D13584846F7295DD42,1,2,0,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10156,A4E5FC7C8B8435AB6ADB45707700CF0F,1,2,0,2,4,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10178,EA883C0BE904EF907994CC3FAA900DD9,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10179,EF7D4DC0F19A419BFC5701A6C65CCA94,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10181,9FEF20FA3CE6799BC6C91A97D4F649D9,1,2,已婚,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10229,BFC8F56E985AA6F876CC3FEB4D2AAE33,1,2,0,1,4,银金属色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10385,1EE81BDA009D628660B87009AE9B3DAD,1,2,0,1,4,白色,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10442,4C09824402C1B9EE78AA3D9CB9F7E2F7,1,2,0,1,4,黑云母色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10450,4CEE028254B36CC63BAD9CE48D6A5AF1,2,1,0,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10451,317E12DA646C3DF403C013561F84A299,1,1,0,2,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10454,BF499AE3DC1ECAE9A54F41210272A7FD,1,2,0,1,4,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10466,13674E62EC97C64F530C93A2E137BD1D,1,2,0,2,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10502,C994CD7CC5FC05680E771C8F7CB406A9,2,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10504,C46A8743331DF814D94890591568FFCA,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10505,B8182943E818CD61D844359CBBC4E452,1,2,已婚,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10506,AA7B98D14C02C1E4290D5D834250F9F5,1,2,0,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10508,2E366BCDF2A27D4AAA18188DEE1E07CD,1,2,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10749,58723CC74E16B2D7DF5C20CC33C2EA98,1,2,0,1,4,白色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10788,A15E4A56E83E06CE725FAC399CF4D727,1,1,0,1,4,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10806,F0873C3516A13AE718ACF259ACFF9F45,1,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10810,E6B6BF1BF070D0C44DAA3278EDFD4891,1,1,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10812,ADAFBEBC45048667698A8FFCA5C8E005,1,2,0,1,4,深蓝金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10813,43FC2E4BA6E0F93F1BA5F58F3A1F57A6,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10814,AA65014782749E2E8CA719F2795956F6,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10816,362B5C06A10C27C4615F8BE0777893CC,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10817,256F8AF9485D46F4533EF0B180730AA3,1,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10837,94E603CD6FE95CD5CE84831B9F10223E,1,2,已婚,2,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10897,46C43B8083011A77109AA9E64F9A5753,1,2,0,1,4,银金属色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10958,6B921E68FE85D411301102132F6A5231,1,2,0,1,4,黑云母色,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
10995,83ADCB8B3D0C28B3D4E6E08EEDCEF456,1,2,0,1,4,黑云母色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11038,9EB434F4560066661D81FCE881D10468,2,1,0,1,4,银金属色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11101,21CD78057F3D4681EAC579EC301298E1,1,3,0,1,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11103,C0F065B9E5E9E5C0E8130363524C5E97,1,2,0,2,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11104,EB65F41240356DFB781AA6B86DD0E5A1,1,2,已婚,2,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11120,03AF3AC604497F311253F4D9F9F5B157,1,2,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11121,34F17A050B082E44D5E12BC09F7009D9,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11166,2444945BB103DC171BA92992088AD468,2,2,0,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11299,C5C6D141C9F43D9E0E3789F46F56E643,1,2,0,1,4,黑云母色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11422,94A65391DC0A11F2A43539A98269EBDB,2,1,0,1,4,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11443,0EA65A86EAAE22BB83F5E01A1985293A,1,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11452,588FDBC59E8721BEF06DC7B839B67A46,2,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11501,06E607FEB62CFD05C637BE446F9E7868,1,2,已婚,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11540,25E8A6EDB778A2B7498E15564F9B17B8,2,2,0,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11563,0ABDD074BA80692FB8B59EF23B297132,1,2,0,1,4,银金属色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11742,ABBC1418BE43CAE9602BC0825FD76C16,1,2,0,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11747,1D228444F89978DA5901F761C9E86393,1,2,0,2,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11759,18E73513321C9DCCE895266B8CD7977E,2,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11764,9189A24CE46B46C64E8D8D5B47C9216A,1,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11776,F14328FD96BC510B9A535E66C0436D55,1,2,已婚,2,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11833,13F59DC52F1D950354C506FC66BA1BA2,1,2,0,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11878,32F0635501DDFE31DBAC5089107502F2,1,2,已婚,1,4,银金属色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11971,F57B17CD5875F5C34CD9D65CE28308DD,1,2,已婚,1,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
11983,854E74331ED83578F4380268688AB44E,1,1,已婚,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12006,4ADAD7A7E210EC4B6CB6D2A0E4BD7D54,2,1,0,1,4,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12017,94ED6FCF7BF96BC8EA7B8E1FE4F51A7F,2,1,0,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12060,F9087CAA9DFB99F3D1D28C71FD3A4B7F,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12061,C35A6BE839173AE9DCE0A7C96F87A394,1,2,已婚,2,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12063,253665B3E1A8B13E1FD930CD9BAB633D,1,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12074,33DE41FC1BAA6AC10F8E629C91F3FE7D,1,2,0,2,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12079,CF76A7984CA9C2510BA9C79334B8960F,2,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12084,A71AC96240D124895206EC72A8BB0EB4,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12091,3DC8245C99BBC38153C44FBF4A26D168,2,2,0,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12100,6A590358EF38C14EF8C4412469ED3A91,1,3,0,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12104,2BF56C3F934500309F4BFD1CAD2ABF04,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12281,3AACDD73FDD66D48A31EBF88218413F2,1,2,0,1,4,银金属色,3,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12342,9BF55B49FFCFEA61AA26CD7ACFEE9812,1,2,0,2,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12357,8F744428C2D1317A0330C2779DCFC229,1,1,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12361,1C1476D596A1CB50859B36065B143A88,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12365,03C756964830A390867B19A533A0A6C4,2,1,已婚,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12367,80996DAF85FA1F6A8AEB4C6A1E5F95E5,1,2,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12368,F7FFE0A436CBFBB950B84B4C875DF116,1,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12371,911545C86841B7E623C5910BFCAE05F9,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12390,4E0D837CD8E94173BD6D037961064046,2,1,已婚,2,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12402,471DFD19C688D4957EB3EF9A77F82F0E,1,2,已婚,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12414,37D8C663F295399F6779A12615B18711,1,2,0,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12543,44900BAD29E500523BE4C10AAE5AAC9B,1,2,已婚,1,4,黑云母色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12613,9ECEFE95002916EFFDECC6803351FE50,1,2,已婚,1,4,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12671,4AAF3D61C3DD0D12AC6D5935A41DEB89,1,2,0,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12674,F43D8749FDA0528AC986EB24C4F94879,2,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12682,B5736A84DC623F6266B0ED7D85ED3C3C,2,2,已婚,1,4,银金属色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12731,F82BD57C4B75C5780E99595B9CC3AF5F,1,2,0,1,4,黑云母色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12859,ABF49D466498DCDBC4AA3FEEE0D3957C,1,2,0,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12903,48CCCA5989C4E343B88E9BF8E9BDEA79,1,2,已婚,1,4,白色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12910,6CF14F8615F91A7767BC0235551FD369,1,3,0,1,4,黑云母色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12958,71DF3E8AEBB40019D2C6D624F384C623,1,2,已婚,1,4,黑云母色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
12962,7B4C99F91BEB07621BA41EA38CBD2EF0,1,2,已婚,1,4,白色,4,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13010,B91628F4F3E218B466616BB0FEC86A5D,1,2,已婚,1,4,白色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13201,242F8771961897F5739F4C844C57B011,1,1,0,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13206,E8D31290B235EBBB72F23131C14D9F0D,1,2,0,1,4,白色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13244,76D768659CEA225DC68FD2DFE5CA4D4D,1,2,0,2,4,银金属色,2,1,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13463,482665C856F998B383E0C17AB9E1C9D9,1,2,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13468,AE7CBE8BC28727C20B06EC1D2725BBA4,1,2,已婚,2,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13654,E91958318D50371FFDE25982D7E7E498,1,2,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13762,3C130648BB610B6389EB7D72A3D60F5C,1,1,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
13776,E76DBA72F8CA37F837059983CF77803B,2,1,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14119,971711BA5522EA530E2042BF0EBBAEEA,1,2,0,1,2,铂青铜金属,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14123,4A9F47023642344A90383BA8E093805E,2,1,已婚,1,2,铂青铜金属,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14156,479D926C544C2C62B86DA66B28527070,1,2,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14328,3F366478F37FC326DA473AD3D246FE1C,2,2,已婚,1,2,0,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14481,B0B8141577AEB0FDB39E25C1FBD9E79C,2,2,已婚,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14554,3029D5C3917C7556921ED6AFDEE0204D,1,2,0,1,2,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14593,A74A1A3FDD8B3A98D6122A0519E8F8B5,1,1,0,1,2,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
14597,FC7DFC398DA400324033A8D0315D1F5D,1,2,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
15192,E906A3DDDADBD2BD6D07D7CC3F213903,1,2,0,2,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
15416,DDBA9CE69886D8B897A14039F0D42C53,2,1,已婚,1,2,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
15467,974EE40D6DE8FF230DF1C35A70BD0C2C,1,2,0,1,2,黑云母色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
15556,C2B70B6311720DFE88291784E821536A,2,2,已婚,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
15597,AFC4E1376C3E953016DEB63BAE70EA1A,1,1,0,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
15658,9EE08B7DE820F4F8D84493E15D5CDF33,1,1,已婚,1,2,0,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
16450,57424CFD124586DF64A596FA87CF2356,1,2,0,1,2,银金属色,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
16495,7CC263DFA71F77F1C02796F38654961E,1,2,0,1,2,0,3,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
16533,905F4AE6412CD6F6BBC0F8D338717CB5,1,2,0,1,2,银金属色,2,2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1
