,CUST_ID,CUST_SEX,CUST_AGE,CUST_MARRY,BUYERPART,CAR_MODEL,CAR_COLOR,CAR_AGE,CAR_PRICE,IS_LOAN,LOAN_PERIED,LOAN_AMOUNT,F_INSORNOT,ALL_BUYINS_N,DLRSI_CNT,GLASSBUYSEPARATE_CNT,SII_CNT,IS_LOST
1733,FBE75ECC4BB2A66A4A183AFA90103E0B,1,2,0,1,3,0,2,2,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
1739,07B6C3CF43147A8F4C09340B85B93AB6,1,2,0,2,3,0,2,2,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
1764,3E5E0627BD483BFED857620DC68CFB70,1,1,0,1,3,0,2,2,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
1769,EFB6A08D5F99B8F790CA6CCC7CF3360E,1,1,0,1,3,0,2,2,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
1879,FBF6D3B300579A13F2AAA87562F7C8D7,2,2,0,1,3,0,2,2,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
1889,0A06F47AAD302003B3A9792F32D305F6,1,2,0,1,3,0,2,2,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2010,C69687F250EA770B49243323DECC6804,1,1,已婚,1,3,0,2,2,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2011,5887A1E5D844687D389A036FCA3CE6DF,1,1,0,1,3,铂青铜金属,2,3,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2013,432577D1282FC0407C4773ECBE37A30C,1,2,0,2,3,0,2,2,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2141,31C3990273A4A3880464A49F948371C6,1,1,0,1,7,黑云母色,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
2187,F916283C44B266F86B8B19E0831ABF69,2,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2199,92BA9999DEB11CAD109C812D8030D518,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2203,A54F5C1B71399C5A6DD08B235716D0E3,1,2,已婚,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2206,55A7B907A6191B2444AB82D0FD60D7DB,2,2,0,1,7,红色,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
2213,55C48473B4C06BFA8957C8489E715DF0,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2234,D599FFFF6850CF3D06A73ECAAFECFB96,1,3,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2344,D31CB63DC5B02A1E1AE97C277533F897,1,1,已婚,1,7,蓝金属色,3,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
2345,ECE92CFE94B72DD9445162F21C7E8DF0,1,2,0,1,7,红色,3,1,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,0
2347,91B361853A333C2F7D7BB312837B8660,2,2,已婚,2,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2353,8CD9EDE5A46799C859D592F7565224AC,2,3,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,0
2396,AFB6D44DF5514D517E3E2ED361727437,2,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2397,2CC8B788B0123C35F945E541A3F09A34,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2447,60DFAC3C201DC3AFF1287EC9CC7833C9,1,2,0,1,7,紫云母金属,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
2450,E2FA398D5167A580FE0158889595E058,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
2468,8602C2C516765FA484FEAB54327A65E6,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2474,3B1650112B1ACDE312750DE1CFD7F16F,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2533,D328A822F0D99BA99203609B5B8606EA,1,2,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2555,6960687AB02A2EF2BDCDC23E53F6D697,1,2,0,1,7,红色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2558,115DB33A6939A843B57C5ED5F4A3D4F9,1,1,0,1,7,银金属色,3,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
2588,8251945AE8363BDEE17E13EF444684F6,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2609,8EE8EF6CCB78734F0687B4576653993A,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
2615,F78705E07760F659DE882BE6ECF52C6C,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2642,6F03ABF12285CFF1E7E8A3FF15712243,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
2663,B465AB209D133F9DBC0A85B0D1BB8AC2,1,2,0,1,7,黑云母色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2835,E2177ECD7DBC90A302B56851C065977F,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
2888,374468F891123A8EF2AC4A06F27E8192,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
2936,8A6FF5F8DEF3864979315F3E873656BD,1,1,已婚,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
2999,FA940302498102F5A574B59843DE48A4,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3009,F43176A68E423035D3076E28499689DF,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3054,AE1FC78560CC0ECFCA2B52E15C95783E,1,1,已婚,2,7,黑云母色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3064,26F4AEDD2CF751E30FDD76BD6F45D6C8,1,2,0,1,7,红色,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
3113,F9034513A04D4CDDC6134085033E2C32,1,1,0,1,7,银金属色,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3138,2249E0B08F3E2F0A66A76320FF438FCE,1,1,已婚,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3145,A3435954F8A03D5DD6FDA81A04F51E44,1,2,0,1,7,0,3,1,0.0,0.0,4,0.0,1.0,1.0,0.0,0.0,0
3148,F38CA71C78027D7CE37D8C01E9B76B84,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,1.0,0
3207,E0A31AC1888D64EA4518E9D32D90D039,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3224,EEBA2F2AB212F56E7DF15629DC28D332,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3229,EB2EF938DF36C6B55872B2F6FA50D71F,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3314,EF26A7BA0B0D165A93724EB67DBE480B,1,1,0,2,7,银金属色,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3368,7B2346B600DF96397BD08E009D92D527,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3376,A7BAB9D67D5012320AB628960218E01B,1,1,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
3377,5F8062BA049C1A2A8B1AC8182C75D703,2,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
3481,5E528FF4DBC0D54E8695270291B5C530,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3545,6069C9651A269DA7362EC802904B38C3,1,1,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3594,968D8ACEB011ACA579CB4E0DB735E1D9,1,1,已婚,1,7,黑云母色,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3608,BBBC29B72C75F49079A9018539808119,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3629,B95E265FCB6B7AE4EC8866D62C40C588,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
3692,EBC4932DDD588AB4B02EC09E21F650C9,2,2,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,1.0,0
3699,8A322D890BFE47EA34276A194F70C369,2,1,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3703,83B5197B3D8BDF8308F868DA23AB0076,1,3,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3710,649274AF28618EA7AC3875BF2A734336,2,1,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,0
3753,62E690CD9ACFB355D5DBE95C7F085196,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
3842,6FB7C9BB668DADE31EC066C401589F54,1,1,未婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3890,8320664885FC422B06EA0A1DCAFA3E27,1,1,0,1,7,0,3,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
3928,0EA367D6EE69C928E404CD5BEFF89FAE,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3933,75C0EA7F6A429C2EAFE4582EF487EFB2,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
3967,CF7B43BD9719E791D7868E6477B05429,2,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3982,210318CA149616E3D987651B2F6E85CA,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
3998,AD7C246F50AD8AD03266396B1A3CCFE3,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
4007,0B6F370115073C86D2634AAF8AEB884F,2,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4008,555E9A266A799E69883C564F6D953050,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4015,EA95DD81CB92ED1BF56D2D43D4DCE091,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4028,501FCDDA56E6DF1C7CBA0FA9268DF351,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4105,BF8357D6218C4286BD3E2D06E8870B53,1,1,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4110,376A34DE394CC42BFF468AD9534F6B30,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4156,0301950F1876A229A3F8842B15562748,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
4160,27AE0EBE136617B2154558B2D1884288,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
4164,2F0FC86067CF0A4A7A25434CD393DC95,1,2,0,1,7,红色,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
4172,919B4D973C14C7CE9BF01A6B7B76E9EB,2,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
4174,D864D5A3CDC63C91661BD45C2A7E6BC3,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4224,BF7D84F06DFC9FD20CA37E9000D3775F,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4365,F3FCDB206196F3F94EE85ABCB2555E79,1,2,0,1,7,红色,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
4444,372DBC7F9DC9D863AE4E90C5DB51613D,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
4555,0ED7665488389749F8ACAFE24023F9FE,2,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,1.0,0
4568,A77A59EAFDAB56BB68A1F757C274F2E4,1,2,0,2,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4573,EB43490E349546243CE7DC8D8264C288,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4809,BE8CAC6EF1C5F294EE63C363A42CF18B,1,2,0,1,7,银金属色,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4860,0029503E9AA0E98227BFDB6A4CBD1EA8,1,3,已婚,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4862,8AC895B714EA34B370262B6D3D6826BF,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,1.0,0
4863,42387B9BFE7EF37E709FFB99EC2C9D24,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4865,AFC70405637E744D3962649F705AA507,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,1.0,0
4925,53F4EBBECEBB549E4AC942300142F5CA,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,1.0,0
4960,61E62B8BB28ADB794EBB1A2659E2A2B3,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4989,CEC0CD1269B942027B1409A3423389F5,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
4993,89B424B8E1B927B914EF1494FD9166A2,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
5009,21A5D141A677DA7E8FCEE4534F6CFD7E,1,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
5434,70E065F2B23B9759489D135BD8554788,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
5477,AEF381B0CB0DEB6D3391855CF210C1E9,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
5511,7F3FDC1964EA7752952D50F3630C1DC2,2,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
5531,FF29D7E792862BAB3F3B6E0FDE863E30,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
5724,38E1EADAF7B05D1C04A7B4B3EE943BD8,1,2,0,1,7,银金属色,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
5729,09487C445106C151832299D7E7D85896,1,2,0,1,7,银金属色,3,1,0.0,0.0,4,0.0,1.0,1.0,0.0,1.0,0
5782,43B6868120A5056DC278680991F4EBF9,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
5826,A85B4264F8DE3FA45FCCDBE0205E1E4A,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
5839,F57E84B7B9BCF7A1C18A637B7495654D,1,1,已婚,1,7,橙金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
5868,700160F2CC645900173BB09C50293F41,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
5871,05BA34E3D29969C7E2C9BC87CE48D913,2,2,0,1,7,0,2,1,0.0,0.0,4,0.0,1.0,0.0,1.0,0.0,0
5971,4F7D83268C834077780F42DBC994EDDD,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6000,9C6AA3C931F66B11F17727F384A7F7E2,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6185,D2BE32CF3728A1179DC302C33364FC5A,1,2,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6186,E8B30B21366410B045A9FF3C9E759DE2,1,1,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6192,1D6A56A8B5127F820320844E37D40223,1,1,已婚,1,7,紫云母金属,3,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
6242,D4F9C563C782E84E3CF96CDE039837AB,1,3,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,1.0,0
6302,086275FCE780CD5B6ADA36F1689C627F,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6378,D444FC19E6F5EE6907A36011257F0C4A,1,2,0,1,7,0,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
6438,A38D9240B08B8246263AA3ACFAD93E27,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6468,659A2DF034E694D6F01F130A30D181BA,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6470,ADD61FB9B4AC41F8D2465521343E633B,1,1,0,1,7,紫云母金属,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6477,68D91694D109AB3A58D2273D9542F762,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6665,63976A39FBBB5AB43D4A917C9F797A4E,1,1,0,2,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6681,BFC5A3EF4B3F90427A340717CEFBA400,1,1,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6698,A646C4EA3D370CE254EEB30191B92F26,1,2,0,1,7,0,3,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6742,7BD0ED3A6239A67799A6AA0EB29128D8,1,1,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,1.0,0
6784,33E36115A566FC49ED5E9C4A892AFCDF,1,1,0,1,7,紫云母金属,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
6794,80EAFECF02BA8658B3404933E555A841,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
6807,53B6C15F2CC6DE9617C8ED9AB60DF4A0,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6822,960E5ED1BA83F6F19974BC13A9049399,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
6839,194113E878D5249CFECA08E396D481A4,2,1,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6855,FDBE862B1B36EA78A4815A6C1580B51F,2,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6872,253FC312C462F65A7DADD43722F279D4,2,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
6911,374502FDEA08E839B72180462D5B1A29,2,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6934,573EAE61982C73E33E4A860F5780DA36,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
6939,03C16B2FD01EC1B7B9100FCBF36D175B,1,2,已婚,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
6948,42EC87EC9EB6D6D40123B04DAB065D55,1,3,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
6977,108E7E7EA559C64E107033692D1742BC,2,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
7158,C9DA49B8093D8FAC2E258BC1E566AB94,1,2,0,1,7,橙金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
7321,7ECB9AA4B9B67FA4EBD35B7B9CA98E70,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
7420,E8B1737695208EF2E69C8422F4520E74,1,2,0,2,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
7698,E0D52F5C9837432E1F446A0CCBBAA1F5,1,2,0,1,7,紫云母金属,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
7734,455AB175C89A5F0F246D2E9DE029C1F6,1,1,已婚,1,7,紫云母金属,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,1.0,0
7762,1CE224662059B1A0C6586D8C1C9761FD,1,2,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
7798,B0BE7A0D19D52C686A4B78C8297E02FA,2,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,0
7847,883B1EA8E03DC640AEE3933EDCF3FE4D,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
7874,9E773F95D7D4612292576C8CF163A3EC,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
7910,7CC5DB94289EDD05C279F89C23C2D2B1,1,2,0,1,7,0,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
8104,D7E06B8F03AA99997AABE483D126EE57,1,2,0,1,7,黑云母色,3,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
8172,4AB69681579E9D8551F5D306ACC8ED4A,1,3,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
8178,3FF00C149031EB0B801FABE989A525D7,1,1,0,1,7,银金属色,2,1,0.0,0.0,4,1.0,1.0,1.0,1.0,0.0,0
8189,89BD9B8EC6175BB54054F13E72411F73,1,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
8191,FF907C7386BF0E7A6DF2DEE23E27A1C2,2,2,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
8252,3DA02083369CF0FC8AA0F101AB219ECA,1,1,0,1,7,0,2,1,0.0,0.0,4,0.0,1.0,0.0,0.0,0.0,0
8289,742A2A62EF4521C4238716CF4D690047,1,1,0,1,7,0,2,1,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0
